,home_team,home_score,away_team,away_score,day_of_week,month,day_of_month,year,time,attendance,stadium,a_href
0,Arsenal FC,5,Tottenham Hotspur,2,Saturday,November,17,2012,12:45,60111,Emirates Stadium (London / England),https://www.worldfootball.net/venues/emirates-stadium-london/
0,Liverpool FC,3,Wigan Athletic,0,Saturday,November,17,2012,15:00,44913,Anfield (Liverpool / England),https://www.worldfootball.net/venues/anfield-liverpool/
0,Manchester City,5,Aston Villa,0,Saturday,November,17,2012,15:00,47072,Etihad Stadium (Manchester / England),https://www.worldfootball.net/venues/etihad-stadium-manchester/
0,Newcastle United,1,Swansea City,2,Saturday,November,17,2012,15:00,49403,St James' Park (Newcastle / England),https://www.worldfootball.net/venues/st-james-park-newcastle/
0,Queens Park Rangers,1,Southampton FC,3,Saturday,November,17,2012,15:00,18174,Loftus Road (London / England),https://www.worldfootball.net/venues/loftus-road-london/
0,Reading FC,2,Everton FC,1,Saturday,November,17,2012,15:00,24184,Select Car Leasing Stadium (Reading / England),https://www.worldfootball.net/venues/select-car-leasing-stadium-reading/
0,West Bromwich Albion,2,Chelsea FC,1,Saturday,November,17,2012,15:00,25933,The Hawthorns (West Bromwich / England),https://www.worldfootball.net/venues/the-hawthorns-west-bromwich/
0,Norwich City,1,Manchester United,0,Saturday,November,17,2012,17:30,26840,Carrow Road (Norwich / England),https://www.worldfootball.net/venues/carrow-road-norwich/
0,Fulham FC,1,Sunderland AFC,3,Sunday,November,18,2012,16:00,25646,Craven Cottage (London / England),https://www.worldfootball.net/venues/craven-cottage-london/
0,West Ham United,1,Stoke City,1,Monday,November,19,2012,20:00,35005,Upton Park (London / England),https://www.worldfootball.net/venues/upton-park-london/
0,Sunderland AFC,2,West Bromwich Albion,4,Saturday,November,24,2012,12:45,36390,Stadium of Light (Sunderland / England),https://www.worldfootball.net/venues/stadium-of-light-sunderland/
0,Everton FC,1,Norwich City,1,Saturday,November,24,2012,15:00,34502,Goodison Park (Liverpool / England),https://www.worldfootball.net/venues/goodison-park-liverpool/
0,Manchester United,3,Queens Park Rangers,1,Saturday,November,24,2012,15:00,75603,Old Trafford (Manchester / England),https://www.worldfootball.net/venues/old-trafford-manchester/
0,Stoke City,1,Fulham FC,0,Saturday,November,24,2012,15:00,26921,Britannia Stadium (Stoke-on-Trent / England),https://www.worldfootball.net/venues/bet365-stadium-stoke-on-trent/
0,Wigan Athletic,3,Reading FC,2,Saturday,November,24,2012,15:00,15436,DW Stadium (Wigan / England),https://www.worldfootball.net/venues/dw-stadium-wigan/
0,Aston Villa,0,Arsenal FC,0,Saturday,November,24,2012,17:30,34607,Villa Park (Birmingham / England),https://www.worldfootball.net/venues/villa-park-birmingham/
0,Swansea City,0,Liverpool FC,0,Sunday,November,25,2012,13:30,20621,Liberty Stadium (Swansea / Wales),https://www.worldfootball.net/venues/swansea-com-stadium-swansea/
0,Southampton FC,2,Newcastle United,0,Sunday,November,25,2012,15:00,31410,Saint Mary's (Southampton / England),https://www.worldfootball.net/venues/saint-marys-southampton/
0,Chelsea FC,0,Manchester City,0,Sunday,November,25,2012,16:00,41792,Stamford Bridge (London / England),https://www.worldfootball.net/venues/stamford-bridge-london/
0,Tottenham Hotspur,3,West Ham United,1,Sunday,November,25,2012,16:00,36043,White Hart Lane (London / England),https://www.worldfootball.net/venues/white-hart-lane-london/
0,Sunderland AFC,0,Queens Park Rangers,0,Tuesday,November,27,2012,19:45,36513,Stadium of Light (Sunderland / England),https://www.worldfootball.net/venues/stadium-of-light-sunderland/
0,Aston Villa,1,Reading FC,0,Tuesday,November,27,2012,20:00,28692,Villa Park (Birmingham / England),https://www.worldfootball.net/venues/villa-park-birmingham/
0,Southampton FC,1,Norwich City,1,Wednesday,November,28,2012,19:45,29325,Saint Mary's (Southampton / England),https://www.worldfootball.net/venues/saint-marys-southampton/
0,Stoke City,2,Newcastle United,1,Wednesday,November,28,2012,19:45,26793,Britannia Stadium (Stoke-on-Trent / England),https://www.worldfootball.net/venues/bet365-stadium-stoke-on-trent/
0,Swansea City,3,West Bromwich Albion,1,Wednesday,November,28,2012,19:45,20377,Liberty Stadium (Swansea / Wales),https://www.worldfootball.net/venues/swansea-com-stadium-swansea/
0,Tottenham Hotspur,2,Liverpool FC,1,Wednesday,November,28,2012,19:45,36162,White Hart Lane (London / England),https://www.worldfootball.net/venues/white-hart-lane-london/
0,Chelsea FC,0,Fulham FC,0,Wednesday,November,28,2012,19:45,41707,Stamford Bridge (London / England),https://www.worldfootball.net/venues/stamford-bridge-london/
0,Everton FC,1,Arsenal FC,1,Wednesday,November,28,2012,19:45,37141,Goodison Park (Liverpool / England),https://www.worldfootball.net/venues/goodison-park-liverpool/
0,Manchester United,1,West Ham United,0,Wednesday,November,28,2012,20:00,75572,Old Trafford (Manchester / England),https://www.worldfootball.net/venues/old-trafford-manchester/
0,Wigan Athletic,0,Manchester City,2,Wednesday,November,28,2012,20:00,19623,DW Stadium (Wigan / England),https://www.worldfootball.net/venues/dw-stadium-wigan/
0,West Ham United,3,Chelsea FC,1,Saturday,December,1,2012,12:45,35005,Upton Park (London / England),https://www.worldfootball.net/venues/upton-park-london/
0,Arsenal FC,0,Swansea City,2,Saturday,December,1,2012,15:00,60098,Emirates Stadium (London / England),https://www.worldfootball.net/venues/emirates-stadium-london/
0,Fulham FC,0,Tottenham Hotspur,3,Saturday,December,1,2012,15:00,25426,Craven Cottage (London / England),https://www.worldfootball.net/venues/craven-cottage-london/
0,Liverpool FC,1,Southampton FC,0,Saturday,December,1,2012,15:00,44525,Anfield (Liverpool / England),https://www.worldfootball.net/venues/anfield-liverpool/
0,Manchester City,1,Everton FC,1,Saturday,December,1,2012,15:00,47386,Etihad Stadium (Manchester / England),https://www.worldfootball.net/venues/etihad-stadium-manchester/
0,Queens Park Rangers,1,Aston Villa,1,Saturday,December,1,2012,15:00,17387,Loftus Road (London / England),https://www.worldfootball.net/venues/loftus-road-london/
0,West Bromwich Albion,0,Stoke City,1,Saturday,December,1,2012,15:00,24739,The Hawthorns (West Bromwich / England),https://www.worldfootball.net/venues/the-hawthorns-west-bromwich/
0,Reading FC,3,Manchester United,4,Saturday,December,1,2012,17:30,24095,Select Car Leasing Stadium (Reading / England),https://www.worldfootball.net/venues/select-car-leasing-stadium-reading/
0,Norwich City,2,Sunderland AFC,1,Sunday,December,2,2012,16:00,26228,Carrow Road (Norwich / England),https://www.worldfootball.net/venues/carrow-road-norwich/
0,Newcastle United,3,Wigan Athletic,0,Monday,December,3,2012,20:00,43858,St James' Park (Newcastle / England),https://www.worldfootball.net/venues/st-james-park-newcastle/
0,Arsenal FC,2,West Bromwich Albion,0,Saturday,December,8,2012,15:00,60083,Emirates Stadium (London / England),https://www.worldfootball.net/venues/emirates-stadium-london/
0,Aston Villa,0,Stoke City,0,Saturday,December,8,2012,15:00,30110,Villa Park (Birmingham / England),https://www.worldfootball.net/venues/villa-park-birmingham/
0,Southampton FC,1,Reading FC,0,Saturday,December,8,2012,15:00,29331,Saint Mary's (Southampton / England),https://www.worldfootball.net/venues/saint-marys-southampton/
0,Sunderland AFC,1,Chelsea FC,3,Saturday,December,8,2012,15:00,39273,Stadium of Light (Sunderland / England),https://www.worldfootball.net/venues/stadium-of-light-sunderland/
0,Swansea City,3,Norwich City,4,Saturday,December,8,2012,15:00,20294,Liberty Stadium (Swansea / Wales),https://www.worldfootball.net/venues/swansea-com-stadium-swansea/
0,Wigan Athletic,2,Queens Park Rangers,2,Saturday,December,8,2012,15:00,17163,DW Stadium (Wigan / England),https://www.worldfootball.net/venues/dw-stadium-wigan/
0,Manchester City,2,Manchester United,3,Sunday,December,9,2012,13:30,47166,Etihad Stadium (Manchester / England),https://www.worldfootball.net/venues/etihad-stadium-manchester/
0,Everton FC,2,Tottenham Hotspur,1,Sunday,December,9,2012,15:00,36494,Goodison Park (Liverpool / England),https://www.worldfootball.net/venues/goodison-park-liverpool/
0,West Ham United,2,Liverpool FC,3,Sunday,December,9,2012,16:00,35005,Upton Park (London / England),https://www.worldfootball.net/venues/upton-park-london/
0,Fulham FC,2,Newcastle United,1,Monday,December,10,2012,20:00,25270,Craven Cottage (London / England),https://www.worldfootball.net/venues/craven-cottage-london/
0,Newcastle United,1,Manchester City,3,Saturday,December,15,2012,12:45,49579,St James' Park (Newcastle / England),https://www.worldfootball.net/venues/st-james-park-newcastle/
0,Liverpool FC,1,Aston Villa,3,Saturday,December,15,2012,15:00,44607,Anfield (Liverpool / England),https://www.worldfootball.net/venues/anfield-liverpool/
0,Manchester United,3,Sunderland AFC,1,Saturday,December,15,2012,15:00,75582,Old Trafford (Manchester / England),https://www.worldfootball.net/venues/old-trafford-manchester/
0,Norwich City,2,Wigan Athletic,1,Saturday,December,15,2012,15:00,26677,Carrow Road (Norwich / England),https://www.worldfootball.net/venues/carrow-road-norwich/
0,Queens Park Rangers,2,Fulham FC,1,Saturday,December,15,2012,15:00,18233,Loftus Road (London / England),https://www.worldfootball.net/venues/loftus-road-london/
0,Stoke City,1,Everton FC,1,Saturday,December,15,2012,15:00,27008,Britannia Stadium (Stoke-on-Trent / England),https://www.worldfootball.net/venues/bet365-stadium-stoke-on-trent/
0,Tottenham Hotspur,1,Swansea City,0,Sunday,December,16,2012,13:30,35783,White Hart Lane (London / England),https://www.worldfootball.net/venues/white-hart-lane-london/
0,West Bromwich Albion,0,West Ham United,0,Sunday,December,16,2012,16:00,24816,The Hawthorns (West Bromwich / England),https://www.worldfootball.net/venues/the-hawthorns-west-bromwich/
0,Reading FC,2,Arsenal FC,5,Monday,December,17,2012,20:00,24125,Select Car Leasing Stadium (Reading / England),https://www.worldfootball.net/venues/select-car-leasing-stadium-reading/
0,Chelsea FC,2,Southampton FC,2,Wednesday,January,16,2013,19:45,38484,Stamford Bridge (London / England),https://www.worldfootball.net/venues/stamford-bridge-london/
0,Wigan Athletic,0,Arsenal FC,1,Saturday,December,22,2012,12:45,21754,DW Stadium (Wigan / England),https://www.worldfootball.net/venues/dw-stadium-wigan/
0,Manchester City,1,Reading FC,0,Saturday,December,22,2012,15:00,47007,Etihad Stadium (Manchester / England),https://www.worldfootball.net/venues/etihad-stadium-manchester/
0,Newcastle United,1,Queens Park Rangers,0,Saturday,December,22,2012,15:00,50180,St James' Park (Newcastle / England),https://www.worldfootball.net/venues/st-james-park-newcastle/
0,Southampton FC,0,Sunderland AFC,1,Saturday,December,22,2012,15:00,31275,Saint Mary's (Southampton / England),https://www.worldfootball.net/venues/saint-marys-southampton/
0,Tottenham Hotspur,0,Stoke City,0,Saturday,December,22,2012,15:00,35702,White Hart Lane (London / England),https://www.worldfootball.net/venues/white-hart-lane-london/
0,West Bromwich Albion,2,Norwich City,1,Saturday,December,22,2012,15:00,25799,The Hawthorns (West Bromwich / England),https://www.worldfootball.net/venues/the-hawthorns-west-bromwich/
0,West Ham United,1,Everton FC,2,Saturday,December,22,2012,15:00,35005,Upton Park (London / England),https://www.worldfootball.net/venues/upton-park-london/
0,Liverpool FC,4,Fulham FC,0,Saturday,December,22,2012,17:30,44570,Anfield (Liverpool / England),https://www.worldfootball.net/venues/anfield-liverpool/
0,Swansea City,1,Manchester United,1,Sunday,December,23,2012,13:30,20650,Liberty Stadium (Swansea / Wales),https://www.worldfootball.net/venues/swansea-com-stadium-swansea/
0,Chelsea FC,8,Aston Villa,0,Sunday,December,23,2012,16:00,41363,Stamford Bridge (London / England),https://www.worldfootball.net/venues/stamford-bridge-london/
0,Everton FC,2,Wigan Athletic,1,Wednesday,December,26,2012,15:00,38749,Goodison Park (Liverpool / England),https://www.worldfootball.net/venues/goodison-park-liverpool/
0,Fulham FC,1,Southampton FC,1,Wednesday,December,26,2012,15:00,25700,Craven Cottage (London / England),https://www.worldfootball.net/venues/craven-cottage-london/
0,Manchester United,4,Newcastle United,3,Wednesday,December,26,2012,15:00,75596,Old Trafford (Manchester / England),https://www.worldfootball.net/venues/old-trafford-manchester/
0,Norwich City,0,Chelsea FC,1,Wednesday,December,26,2012,15:00,26831,Carrow Road (Norwich / England),https://www.worldfootball.net/venues/carrow-road-norwich/
0,Queens Park Rangers,1,West Bromwich Albion,2,Wednesday,December,26,2012,15:00,17782,Loftus Road (London / England),https://www.worldfootball.net/venues/loftus-road-london/
0,Reading FC,0,Swansea City,0,Wednesday,December,26,2012,15:00,24050,Select Car Leasing Stadium (Reading / England),https://www.worldfootball.net/venues/select-car-leasing-stadium-reading/
0,Sunderland AFC,1,Manchester City,0,Wednesday,December,26,2012,15:00,42190,Stadium of Light (Sunderland / England),https://www.worldfootball.net/venues/stadium-of-light-sunderland/
0,Aston Villa,0,Tottenham Hotspur,4,Wednesday,December,26,2012,17:30,36863,Villa Park (Birmingham / England),https://www.worldfootball.net/venues/villa-park-birmingham/
0,Stoke City,3,Liverpool FC,1,Wednesday,December,26,2012,19:45,27490,Britannia Stadium (Stoke-on-Trent / England),https://www.worldfootball.net/venues/bet365-stadium-stoke-on-trent/
0,Arsenal FC,5,West Ham United,1,Wednesday,January,23,2013,19:45,60081,Emirates Stadium (London / England),https://www.worldfootball.net/venues/emirates-stadium-london/
0,Sunderland AFC,1,Tottenham Hotspur,2,Saturday,December,29,2012,12:45,41168,Stadium of Light (Sunderland / England),https://www.worldfootball.net/venues/stadium-of-light-sunderland/
0,Aston Villa,0,Wigan Athletic,3,Saturday,December,29,2012,15:00,33374,Villa Park (Birmingham / England),https://www.worldfootball.net/venues/villa-park-birmingham/
0,Fulham FC,1,Swansea City,2,Saturday,December,29,2012,15:00,25700,Craven Cottage (London / England),https://www.worldfootball.net/venues/craven-cottage-london/
0,Manchester United,2,West Bromwich Albion,0,Saturday,December,29,2012,15:00,75595,Old Trafford (Manchester / England),https://www.worldfootball.net/venues/old-trafford-manchester/
0,Norwich City,3,Manchester City,4,Saturday,December,29,2012,15:00,26827,Carrow Road (Norwich / England),https://www.worldfootball.net/venues/carrow-road-norwich/
0,Reading FC,1,West Ham United,0,Saturday,December,29,2012,15:00,24183,Select Car Leasing Stadium (Reading / England),https://www.worldfootball.net/venues/select-car-leasing-stadium-reading/
0,Stoke City,3,Southampton FC,3,Saturday,December,29,2012,15:00,26391,Britannia Stadium (Stoke-on-Trent / England),https://www.worldfootball.net/venues/bet365-stadium-stoke-on-trent/
0,Arsenal FC,7,Newcastle United,3,Saturday,December,29,2012,17:30,60087,Emirates Stadium (London / England),https://www.worldfootball.net/venues/emirates-stadium-london/
0,Everton FC,1,Chelsea FC,2,Sunday,December,30,2012,13:30,39485,Goodison Park (Liverpool / England),https://www.worldfootball.net/venues/goodison-park-liverpool/
0,Queens Park Rangers,0,Liverpool FC,3,Sunday,December,30,2012,16:00,18304,Loftus Road (London / England),https://www.worldfootball.net/venues/loftus-road-london/
0,West Bromwich Albion,1,Fulham FC,2,Tuesday,January,1,2013,12:45,25436,The Hawthorns (West Bromwich / England),https://www.worldfootball.net/venues/the-hawthorns-west-bromwich/
0,Manchester City,3,Stoke City,0,Tuesday,January,1,2013,15:00,47192,Etihad Stadium (Manchester / England),https://www.worldfootball.net/venues/etihad-stadium-manchester/
0,Swansea City,2,Aston Villa,2,Tuesday,January,1,2013,15:00,20406,Liberty Stadium (Swansea / Wales),https://www.worldfootball.net/venues/swansea-com-stadium-swansea/
0,Tottenham Hotspur,3,Reading FC,1,Tuesday,January,1,2013,15:00,36180,White Hart Lane (London / England),https://www.worldfootball.net/venues/white-hart-lane-london/
