,home_team,home_score,away_team,away_score,day_of_week,month,day_of_month,year,time,attendance,stadium,a_href
0,Hull City,0,Aston Villa,0,Saturday,October,5,2013,15:00,24396,Kingston Communications Stadium (Kingston upon Hull / England),https://www.worldfootball.net/venues/mkm-stadium-kingston-upon-hull/
0,Liverpool FC,3,Crystal Palace,1,Saturday,October,5,2013,15:00,44721,Anfield (Liverpool / England),https://www.worldfootball.net/venues/anfield-liverpool/
0,Sunderland AFC,1,Manchester United,2,Saturday,October,5,2013,17:30,45426,Stadium of Light (Sunderland / England),https://www.worldfootball.net/venues/stadium-of-light-sunderland/
0,Norwich City,1,Chelsea FC,3,Sunday,October,6,2013,13:30,26840,Carrow Road (Norwich / England),https://www.worldfootball.net/venues/carrow-road-norwich/
0,Southampton FC,2,Swansea City,0,Sunday,October,6,2013,13:30,28570,Saint Mary's (Southampton / England),https://www.worldfootball.net/venues/saint-marys-southampton/
0,Tottenham Hotspur,0,West Ham United,3,Sunday,October,6,2013,16:00,35977,White Hart Lane (London / England),https://www.worldfootball.net/venues/white-hart-lane-london/
0,West Bromwich Albion,1,Arsenal FC,1,Sunday,October,6,2013,16:00,24839,The Hawthorns (West Bromwich / England),https://www.worldfootball.net/venues/the-hawthorns-west-bromwich/
0,Newcastle United,2,Liverpool FC,2,Saturday,October,19,2013,12:45,51703,St James' Park (Newcastle / England),https://www.worldfootball.net/venues/st-james-park-newcastle/
0,Arsenal FC,4,Norwich City,1,Saturday,October,19,2013,15:00,60009,Emirates Stadium (London / England),https://www.worldfootball.net/venues/emirates-stadium-london/
0,Chelsea FC,4,Cardiff City,1,Saturday,October,19,2013,15:00,41475,Stamford Bridge (London / England),https://www.worldfootball.net/venues/stamford-bridge-london/
0,Everton FC,2,Hull City,1,Saturday,October,19,2013,15:00,38828,Goodison Park (Liverpool / England),https://www.worldfootball.net/venues/goodison-park-liverpool/
0,Manchester United,1,Southampton FC,1,Saturday,October,19,2013,15:00,75220,Old Trafford (Manchester / England),https://www.worldfootball.net/venues/old-trafford-manchester/
0,Stoke City,0,West Bromwich Albion,0,Saturday,October,19,2013,15:00,25904,Britannia Stadium (Stoke-on-Trent / England),https://www.worldfootball.net/venues/bet365-stadium-stoke-on-trent/
0,Swansea City,4,Sunderland AFC,0,Saturday,October,19,2013,15:00,20245,Liberty Stadium (Swansea / Wales),https://www.worldfootball.net/venues/swansea-com-stadium-swansea/
0,West Ham United,1,Manchester City,3,Saturday,October,19,2013,17:30,34507,Upton Park (London / England),https://www.worldfootball.net/venues/upton-park-london/
0,Aston Villa,0,Tottenham Hotspur,2,Sunday,October,20,2013,16:00,35391,Villa Park (Birmingham / England),https://www.worldfootball.net/venues/villa-park-birmingham/
0,Crystal Palace,1,Fulham FC,4,Monday,October,21,2013,20:00,24881,Selhurst Park (London / England),https://www.worldfootball.net/venues/selhurst-park-london/
0,Crystal Palace,0,Arsenal FC,2,Saturday,October,26,2013,12:45,20050,Selhurst Park (London / England),https://www.worldfootball.net/venues/selhurst-park-london/
0,Aston Villa,0,Everton FC,2,Saturday,October,26,2013,15:00,35154,Villa Park (Birmingham / England),https://www.worldfootball.net/venues/villa-park-birmingham/
0,Liverpool FC,4,West Bromwich Albion,1,Saturday,October,26,2013,15:00,44747,Anfield (Liverpool / England),https://www.worldfootball.net/venues/anfield-liverpool/
0,Manchester United,3,Stoke City,2,Saturday,October,26,2013,15:00,75274,Old Trafford (Manchester / England),https://www.worldfootball.net/venues/old-trafford-manchester/
0,Norwich City,0,Cardiff City,0,Saturday,October,26,2013,15:00,26846,Carrow Road (Norwich / England),https://www.worldfootball.net/venues/carrow-road-norwich/
0,Southampton FC,2,Fulham FC,0,Saturday,October,26,2013,17:30,28631,Saint Mary's (Southampton / England),https://www.worldfootball.net/venues/saint-marys-southampton/
0,Sunderland AFC,2,Newcastle United,1,Sunday,October,27,2013,13:30,46313,Stadium of Light (Sunderland / England),https://www.worldfootball.net/venues/stadium-of-light-sunderland/
0,Chelsea FC,2,Manchester City,1,Sunday,October,27,2013,16:00,41495,Stamford Bridge (London / England),https://www.worldfootball.net/venues/stamford-bridge-london/
0,Swansea City,0,West Ham United,0,Sunday,October,27,2013,16:00,20455,Liberty Stadium (Swansea / Wales),https://www.worldfootball.net/venues/swansea-com-stadium-swansea/
0,Tottenham Hotspur,1,Hull City,0,Sunday,October,27,2013,16:00,36080,White Hart Lane (London / England),https://www.worldfootball.net/venues/white-hart-lane-london/
0,Newcastle United,2,Chelsea FC,0,Saturday,November,2,2013,12:45,51674,St James' Park (Newcastle / England),https://www.worldfootball.net/venues/st-james-park-newcastle/
0,Fulham FC,1,Manchester United,3,Saturday,November,2,2013,15:00,25700,Craven Cottage (London / England),https://www.worldfootball.net/venues/craven-cottage-london/
0,Hull City,1,Sunderland AFC,0,Saturday,November,2,2013,15:00,24677,Kingston Communications Stadium (Kingston upon Hull / England),https://www.worldfootball.net/venues/mkm-stadium-kingston-upon-hull/
0,Manchester City,7,Norwich City,0,Saturday,November,2,2013,15:00,47066,Etihad Stadium (Manchester / England),https://www.worldfootball.net/venues/etihad-stadium-manchester/
0,Stoke City,1,Southampton FC,1,Saturday,November,2,2013,15:00,26053,Britannia Stadium (Stoke-on-Trent / England),https://www.worldfootball.net/venues/bet365-stadium-stoke-on-trent/
0,West Bromwich Albion,2,Crystal Palace,0,Saturday,November,2,2013,15:00,26397,The Hawthorns (West Bromwich / England),https://www.worldfootball.net/venues/the-hawthorns-west-bromwich/
0,West Ham United,0,Aston Villa,0,Saturday,November,2,2013,15:00,34977,Upton Park (London / England),https://www.worldfootball.net/venues/upton-park-london/
0,Arsenal FC,2,Liverpool FC,0,Saturday,November,2,2013,17:30,60042,Emirates Stadium (London / England),https://www.worldfootball.net/venues/emirates-stadium-london/
0,Everton FC,0,Tottenham Hotspur,0,Sunday,November,3,2013,13:30,38378,Goodison Park (Liverpool / England),https://www.worldfootball.net/venues/goodison-park-liverpool/
0,Cardiff City,1,Swansea City,0,Sunday,November,3,2013,16:00,27463,Cardiff City Stadium (Cardiff / Wales),https://www.worldfootball.net/venues/cardiff-city-stadium-cardiff/
0,Aston Villa,2,Cardiff City,0,Saturday,November,9,2013,15:00,35809,Villa Park (Birmingham / England),https://www.worldfootball.net/venues/villa-park-birmingham/
0,Chelsea FC,2,West Bromwich Albion,2,Saturday,November,9,2013,15:00,41623,Stamford Bridge (London / England),https://www.worldfootball.net/venues/stamford-bridge-london/
0,Crystal Palace,0,Everton FC,0,Saturday,November,9,2013,15:00,25231,Selhurst Park (London / England),https://www.worldfootball.net/venues/selhurst-park-london/
0,Liverpool FC,4,Fulham FC,0,Saturday,November,9,2013,15:00,44768,Anfield (Liverpool / England),https://www.worldfootball.net/venues/anfield-liverpool/
0,Southampton FC,4,Hull City,1,Saturday,November,9,2013,15:00,30022,Saint Mary's (Southampton / England),https://www.worldfootball.net/venues/saint-marys-southampton/
0,Norwich City,3,West Ham United,1,Saturday,November,9,2013,17:30,26824,Carrow Road (Norwich / England),https://www.worldfootball.net/venues/carrow-road-norwich/
0,Tottenham Hotspur,0,Newcastle United,1,Sunday,November,10,2013,12:00,36042,White Hart Lane (London / England),https://www.worldfootball.net/venues/white-hart-lane-london/
0,Sunderland AFC,1,Manchester City,0,Sunday,November,10,2013,14:05,40137,Stadium of Light (Sunderland / England),https://www.worldfootball.net/venues/stadium-of-light-sunderland/
0,Manchester United,1,Arsenal FC,0,Sunday,November,10,2013,16:10,75138,Old Trafford (Manchester / England),https://www.worldfootball.net/venues/old-trafford-manchester/
0,Swansea City,3,Stoke City,3,Sunday,November,10,2013,16:10,19242,Liberty Stadium (Swansea / Wales),https://www.worldfootball.net/venues/swansea-com-stadium-swansea/
0,Everton FC,3,Liverpool FC,3,Saturday,November,23,2013,12:45,39576,Goodison Park (Liverpool / England),https://www.worldfootball.net/venues/goodison-park-liverpool/
0,Arsenal FC,2,Southampton FC,0,Saturday,November,23,2013,15:00,60007,Emirates Stadium (London / England),https://www.worldfootball.net/venues/emirates-stadium-london/
0,Fulham FC,1,Swansea City,2,Saturday,November,23,2013,15:00,25258,Craven Cottage (London / England),https://www.worldfootball.net/venues/craven-cottage-london/
0,Hull City,0,Crystal Palace,1,Saturday,November,23,2013,15:00,23043,Kingston Communications Stadium (Kingston upon Hull / England),https://www.worldfootball.net/venues/mkm-stadium-kingston-upon-hull/
0,Newcastle United,2,Norwich City,1,Saturday,November,23,2013,15:00,51328,St James' Park (Newcastle / England),https://www.worldfootball.net/venues/st-james-park-newcastle/
0,Stoke City,2,Sunderland AFC,0,Saturday,November,23,2013,15:00,26007,Britannia Stadium (Stoke-on-Trent / England),https://www.worldfootball.net/venues/bet365-stadium-stoke-on-trent/
0,West Ham United,0,Chelsea FC,3,Saturday,November,23,2013,17:30,34977,Upton Park (London / England),https://www.worldfootball.net/venues/upton-park-london/
0,Manchester City,6,Tottenham Hotspur,0,Sunday,November,24,2013,13:30,47228,Etihad Stadium (Manchester / England),https://www.worldfootball.net/venues/etihad-stadium-manchester/
0,Cardiff City,2,Manchester United,2,Sunday,November,24,2013,16:00,28016,Cardiff City Stadium (Cardiff / Wales),https://www.worldfootball.net/venues/cardiff-city-stadium-cardiff/
0,West Bromwich Albion,2,Aston Villa,2,Monday,November,25,2013,20:00,24902,The Hawthorns (West Bromwich / England),https://www.worldfootball.net/venues/the-hawthorns-west-bromwich/
0,Aston Villa,0,Sunderland AFC,0,Saturday,November,30,2013,15:00,33036,Villa Park (Birmingham / England),https://www.worldfootball.net/venues/villa-park-birmingham/
0,Cardiff City,0,Arsenal FC,3,Saturday,November,30,2013,15:00,27948,Cardiff City Stadium (Cardiff / Wales),https://www.worldfootball.net/venues/cardiff-city-stadium-cardiff/
0,Everton FC,4,Stoke City,0,Saturday,November,30,2013,15:00,35513,Goodison Park (Liverpool / England),https://www.worldfootball.net/venues/goodison-park-liverpool/
0,Norwich City,1,Crystal Palace,0,Saturday,November,30,2013,15:00,26851,Carrow Road (Norwich / England),https://www.worldfootball.net/venues/carrow-road-norwich/
0,West Ham United,3,Fulham FC,0,Saturday,November,30,2013,15:00,34946,Upton Park (London / England),https://www.worldfootball.net/venues/upton-park-london/
0,Newcastle United,2,West Bromwich Albion,1,Saturday,November,30,2013,17:30,49298,St James' Park (Newcastle / England),https://www.worldfootball.net/venues/st-james-park-newcastle/
0,Tottenham Hotspur,2,Manchester United,2,Sunday,December,1,2013,12:00,35884,White Hart Lane (London / England),https://www.worldfootball.net/venues/white-hart-lane-london/
0,Hull City,3,Liverpool FC,1,Sunday,December,1,2013,14:05,24940,Kingston Communications Stadium (Kingston upon Hull / England),https://www.worldfootball.net/venues/mkm-stadium-kingston-upon-hull/
0,Chelsea FC,3,Southampton FC,1,Sunday,December,1,2013,16:10,41568,Stamford Bridge (London / England),https://www.worldfootball.net/venues/stamford-bridge-london/
0,Manchester City,3,Swansea City,0,Sunday,December,1,2013,16:10,46559,Etihad Stadium (Manchester / England),https://www.worldfootball.net/venues/etihad-stadium-manchester/
0,Crystal Palace,1,West Ham United,0,Tuesday,December,3,2013,20:00,23891,Selhurst Park (London / England),https://www.worldfootball.net/venues/selhurst-park-london/
0,Arsenal FC,2,Hull City,0,Wednesday,December,4,2013,19:45,60017,Emirates Stadium (London / England),https://www.worldfootball.net/venues/emirates-stadium-london/
0,Liverpool FC,5,Norwich City,1,Wednesday,December,4,2013,19:45,44541,Anfield (Liverpool / England),https://www.worldfootball.net/venues/anfield-liverpool/
0,Manchester United,0,Everton FC,1,Wednesday,December,4,2013,19:45,75210,Old Trafford (Manchester / England),https://www.worldfootball.net/venues/old-trafford-manchester/
0,Southampton FC,2,Aston Villa,3,Wednesday,December,4,2013,19:45,29814,Saint Mary's (Southampton / England),https://www.worldfootball.net/venues/saint-marys-southampton/
0,Stoke City,0,Cardiff City,0,Wednesday,December,4,2013,19:45,25014,Britannia Stadium (Stoke-on-Trent / England),https://www.worldfootball.net/venues/bet365-stadium-stoke-on-trent/
0,Sunderland AFC,3,Chelsea FC,4,Wednesday,December,4,2013,19:45,40652,Stadium of Light (Sunderland / England),https://www.worldfootball.net/venues/stadium-of-light-sunderland/
0,Swansea City,3,Newcastle United,0,Wednesday,December,4,2013,19:45,20457,Liberty Stadium (Swansea / Wales),https://www.worldfootball.net/venues/swansea-com-stadium-swansea/
0,West Bromwich Albion,2,Manchester City,3,Wednesday,December,4,2013,20:00,22943,The Hawthorns (West Bromwich / England),https://www.worldfootball.net/venues/the-hawthorns-west-bromwich/
0,Fulham FC,1,Tottenham Hotspur,2,Wednesday,December,4,2013,20:00,24128,Craven Cottage (London / England),https://www.worldfootball.net/venues/craven-cottage-london/
0,Manchester United,0,Newcastle United,1,Saturday,December,7,2013,12:45,75233,Old Trafford (Manchester / England),https://www.worldfootball.net/venues/old-trafford-manchester/
0,Crystal Palace,2,Cardiff City,0,Saturday,December,7,2013,15:00,23705,Selhurst Park (London / England),https://www.worldfootball.net/venues/selhurst-park-london/
0,Liverpool FC,4,West Ham United,1,Saturday,December,7,2013,15:00,44781,Anfield (Liverpool / England),https://www.worldfootball.net/venues/anfield-liverpool/
0,Southampton FC,1,Manchester City,1,Saturday,December,7,2013,15:00,31229,Saint Mary's (Southampton / England),https://www.worldfootball.net/venues/saint-marys-southampton/
0,Stoke City,3,Chelsea FC,2,Saturday,December,7,2013,15:00,25154,Britannia Stadium (Stoke-on-Trent / England),https://www.worldfootball.net/venues/bet365-stadium-stoke-on-trent/
0,West Bromwich Albion,0,Norwich City,2,Saturday,December,7,2013,15:00,23675,The Hawthorns (West Bromwich / England),https://www.worldfootball.net/venues/the-hawthorns-west-bromwich/
0,Sunderland AFC,1,Tottenham Hotspur,2,Saturday,December,7,2013,17:30,37963,Stadium of Light (Sunderland / England),https://www.worldfootball.net/venues/stadium-of-light-sunderland/
0,Fulham FC,2,Aston Villa,0,Sunday,December,8,2013,13:30,22288,Craven Cottage (London / England),https://www.worldfootball.net/venues/craven-cottage-london/
0,Arsenal FC,1,Everton FC,1,Sunday,December,8,2013,16:00,60001,Emirates Stadium (London / England),https://www.worldfootball.net/venues/emirates-stadium-london/
0,Swansea City,1,Hull City,1,Monday,December,9,2013,20:00,19303,Liberty Stadium (Swansea / Wales),https://www.worldfootball.net/venues/swansea-com-stadium-swansea/
0,Manchester City,6,Arsenal FC,3,Saturday,December,14,2013,12:45,47229,Etihad Stadium (Manchester / England),https://www.worldfootball.net/venues/etihad-stadium-manchester/
0,Cardiff City,1,West Bromwich Albion,0,Saturday,December,14,2013,15:00,26632,Cardiff City Stadium (Cardiff / Wales),https://www.worldfootball.net/venues/cardiff-city-stadium-cardiff/
0,Chelsea FC,2,Crystal Palace,1,Saturday,December,14,2013,15:00,41608,Stamford Bridge (London / England),https://www.worldfootball.net/venues/stamford-bridge-london/
0,Everton FC,4,Fulham FC,1,Saturday,December,14,2013,15:00,33796,Goodison Park (Liverpool / England),https://www.worldfootball.net/venues/goodison-park-liverpool/
0,Newcastle United,1,Southampton FC,1,Saturday,December,14,2013,15:00,49164,St James' Park (Newcastle / England),https://www.worldfootball.net/venues/st-james-park-newcastle/
0,West Ham United,0,Sunderland AFC,0,Saturday,December,14,2013,15:00,31843,Upton Park (London / England),https://www.worldfootball.net/venues/upton-park-london/
0,Hull City,0,Stoke City,0,Saturday,December,14,2013,17:30,23324,Kingston Communications Stadium (Kingston upon Hull / England),https://www.worldfootball.net/venues/mkm-stadium-kingston-upon-hull/
0,Aston Villa,0,Manchester United,3,Sunday,December,15,2013,13:30,42682,Villa Park (Birmingham / England),https://www.worldfootball.net/venues/villa-park-birmingham/
0,Norwich City,1,Swansea City,1,Sunday,December,15,2013,13:30,26876,Carrow Road (Norwich / England),https://www.worldfootball.net/venues/carrow-road-norwich/
0,Tottenham Hotspur,0,Liverpool FC,5,Sunday,December,15,2013,16:00,36069,White Hart Lane (London / England),https://www.worldfootball.net/venues/white-hart-lane-london/
0,Liverpool FC,3,Cardiff City,1,Saturday,December,21,2013,12:45,44621,Anfield (Liverpool / England),https://www.worldfootball.net/venues/anfield-liverpool/
0,Crystal Palace,0,Newcastle United,3,Saturday,December,21,2013,15:00,24936,Selhurst Park (London / England),https://www.worldfootball.net/venues/selhurst-park-london/
0,Fulham FC,2,Manchester City,4,Saturday,December,21,2013,15:00,25509,Craven Cottage (London / England),https://www.worldfootball.net/venues/craven-cottage-london/
0,Manchester United,3,West Ham United,1,Saturday,December,21,2013,15:00,75350,Old Trafford (Manchester / England),https://www.worldfootball.net/venues/old-trafford-manchester/
0,Stoke City,2,Aston Villa,1,Saturday,December,21,2013,15:00,26003,Britannia Stadium (Stoke-on-Trent / England),https://www.worldfootball.net/venues/bet365-stadium-stoke-on-trent/
0,Sunderland AFC,0,Norwich City,0,Saturday,December,21,2013,15:00,37778,Stadium of Light (Sunderland / England),https://www.worldfootball.net/venues/stadium-of-light-sunderland/
0,West Bromwich Albion,1,Hull City,1,Saturday,December,21,2013,15:00,24753,The Hawthorns (West Bromwich / England),https://www.worldfootball.net/venues/the-hawthorns-west-bromwich/
0,Southampton FC,2,Tottenham Hotspur,3,Sunday,December,22,2013,13:30,31455,Saint Mary's (Southampton / England),https://www.worldfootball.net/venues/saint-marys-southampton/
0,Swansea City,1,Everton FC,2,Sunday,December,22,2013,16:00,20695,Liberty Stadium (Swansea / Wales),https://www.worldfootball.net/venues/swansea-com-stadium-swansea/
0,Arsenal FC,0,Chelsea FC,0,Monday,December,23,2013,20:00,60039,Emirates Stadium (London / England),https://www.worldfootball.net/venues/emirates-stadium-london/
0,Hull City,2,Manchester United,3,Thursday,December,26,2013,12:45,24826,Kingston Communications Stadium (Kingston upon Hull / England),https://www.worldfootball.net/venues/mkm-stadium-kingston-upon-hull/
0,Aston Villa,0,Crystal Palace,1,Thursday,December,26,2013,15:00,37752,Villa Park (Birmingham / England),https://www.worldfootball.net/venues/villa-park-birmingham/
0,Cardiff City,0,Southampton FC,3,Thursday,December,26,2013,15:00,27929,Cardiff City Stadium (Cardiff / Wales),https://www.worldfootball.net/venues/cardiff-city-stadium-cardiff/
0,Chelsea FC,1,Swansea City,0,Thursday,December,26,2013,15:00,41111,Stamford Bridge (London / England),https://www.worldfootball.net/venues/stamford-bridge-london/
0,Everton FC,0,Sunderland AFC,1,Thursday,December,26,2013,15:00,39193,Goodison Park (Liverpool / England),https://www.worldfootball.net/venues/goodison-park-liverpool/
0,Newcastle United,5,Stoke City,1,Thursday,December,26,2013,15:00,51665,St James' Park (Newcastle / England),https://www.worldfootball.net/venues/st-james-park-newcastle/
0,Norwich City,1,Fulham FC,2,Thursday,December,26,2013,15:00,26811,Carrow Road (Norwich / England),https://www.worldfootball.net/venues/carrow-road-norwich/
0,Tottenham Hotspur,1,West Bromwich Albion,1,Thursday,December,26,2013,15:00,35545,White Hart Lane (London / England),https://www.worldfootball.net/venues/white-hart-lane-london/
0,West Ham United,1,Arsenal FC,3,Thursday,December,26,2013,15:00,34977,Upton Park (London / England),https://www.worldfootball.net/venues/upton-park-london/
0,Manchester City,2,Liverpool FC,1,Thursday,December,26,2013,17:30,47351,Etihad Stadium (Manchester / England),https://www.worldfootball.net/venues/etihad-stadium-manchester/
0,West Ham United,3,West Bromwich Albion,3,Saturday,December,28,2013,12:45,34946,Upton Park (London / England),https://www.worldfootball.net/venues/upton-park-london/
0,Aston Villa,1,Swansea City,1,Saturday,December,28,2013,15:00,37028,Villa Park (Birmingham / England),https://www.worldfootball.net/venues/villa-park-birmingham/
0,Hull City,6,Fulham FC,0,Saturday,December,28,2013,15:00,23925,Kingston Communications Stadium (Kingston upon Hull / England),https://www.worldfootball.net/venues/mkm-stadium-kingston-upon-hull/
0,Manchester City,1,Crystal Palace,0,Saturday,December,28,2013,15:00,47107,Etihad Stadium (Manchester / England),https://www.worldfootball.net/venues/etihad-stadium-manchester/
0,Norwich City,0,Manchester United,1,Saturday,December,28,2013,15:00,26851,Carrow Road (Norwich / England),https://www.worldfootball.net/venues/carrow-road-norwich/
0,Cardiff City,2,Sunderland AFC,2,Saturday,December,28,2013,17:30,27247,Cardiff City Stadium (Cardiff / Wales),https://www.worldfootball.net/venues/cardiff-city-stadium-cardiff/
0,Everton FC,2,Southampton FC,1,Sunday,December,29,2013,13:30,39092,Goodison Park (Liverpool / England),https://www.worldfootball.net/venues/goodison-park-liverpool/
0,Newcastle United,0,Arsenal FC,1,Sunday,December,29,2013,13:30,52161,St James' Park (Newcastle / England),https://www.worldfootball.net/venues/st-james-park-newcastle/
0,Chelsea FC,2,Liverpool FC,1,Sunday,December,29,2013,16:00,41614,Stamford Bridge (London / England),https://www.worldfootball.net/venues/stamford-bridge-london/
0,Tottenham Hotspur,3,Stoke City,0,Sunday,December,29,2013,16:00,36072,White Hart Lane (London / England),https://www.worldfootball.net/venues/white-hart-lane-london/
0,Swansea City,2,Manchester City,3,Wednesday,January,1,2014,12:45,20498,Liberty Stadium (Swansea / Wales),https://www.worldfootball.net/venues/swansea-com-stadium-swansea/
0,Arsenal FC,2,Cardiff City,0,Wednesday,January,1,2014,15:00,60004,Emirates Stadium (London / England),https://www.worldfootball.net/venues/emirates-stadium-london/
0,Crystal Palace,1,Norwich City,1,Wednesday,January,1,2014,15:00,25189,Selhurst Park (London / England),https://www.worldfootball.net/venues/selhurst-park-london/
0,Fulham FC,2,West Ham United,1,Wednesday,January,1,2014,15:00,25335,Craven Cottage (London / England),https://www.worldfootball.net/venues/craven-cottage-london/
0,Liverpool FC,2,Hull City,0,Wednesday,January,1,2014,15:00,44627,Anfield (Liverpool / England),https://www.worldfootball.net/venues/anfield-liverpool/
0,Southampton FC,0,Chelsea FC,3,Wednesday,January,1,2014,15:00,31271,Saint Mary's (Southampton / England),https://www.worldfootball.net/venues/saint-marys-southampton/
0,Stoke City,1,Everton FC,1,Wednesday,January,1,2014,15:00,25832,Britannia Stadium (Stoke-on-Trent / England),https://www.worldfootball.net/venues/bet365-stadium-stoke-on-trent/
0,Sunderland AFC,0,Aston Villa,1,Wednesday,January,1,2014,15:00,39757,Stadium of Light (Sunderland / England),https://www.worldfootball.net/venues/stadium-of-light-sunderland/
0,West Bromwich Albion,1,Newcastle United,0,Wednesday,January,1,2014,15:00,26430,The Hawthorns (West Bromwich / England),https://www.worldfootball.net/venues/the-hawthorns-west-bromwich/
0,Manchester United,1,Tottenham Hotspur,2,Wednesday,January,1,2014,17:30,75265,Old Trafford (Manchester / England),https://www.worldfootball.net/venues/old-trafford-manchester/
0,Hull City,0,Chelsea FC,2,Saturday,January,11,2014,12:45,24924,Kingston Communications Stadium (Kingston upon Hull / England),https://www.worldfootball.net/venues/mkm-stadium-kingston-upon-hull/
0,Cardiff City,0,West Ham United,2,Saturday,January,11,2014,15:00,27750,Cardiff City Stadium (Cardiff / Wales),https://www.worldfootball.net/venues/cardiff-city-stadium-cardiff/
0,Everton FC,2,Norwich City,0,Saturday,January,11,2014,15:00,36827,Goodison Park (Liverpool / England),https://www.worldfootball.net/venues/goodison-park-liverpool/
0,Fulham FC,1,Sunderland AFC,4,Saturday,January,11,2014,15:00,25564,Craven Cottage (London / England),https://www.worldfootball.net/venues/craven-cottage-london/
0,Southampton FC,1,West Bromwich Albion,0,Saturday,January,11,2014,15:00,28610,Saint Mary's (Southampton / England),https://www.worldfootball.net/venues/saint-marys-southampton/
0,Tottenham Hotspur,2,Crystal Palace,0,Saturday,January,11,2014,15:00,36102,White Hart Lane (London / England),https://www.worldfootball.net/venues/white-hart-lane-london/
0,Manchester United,2,Swansea City,0,Saturday,January,11,2014,17:30,75035,Old Trafford (Manchester / England),https://www.worldfootball.net/venues/old-trafford-manchester/
0,Newcastle United,0,Manchester City,2,Sunday,January,12,2014,14:05,49423,St James' Park (Newcastle / England),https://www.worldfootball.net/venues/st-james-park-newcastle/
0,Stoke City,3,Liverpool FC,5,Sunday,January,12,2014,16:10,27160,Britannia Stadium (Stoke-on-Trent / England),https://www.worldfootball.net/venues/bet365-stadium-stoke-on-trent/
0,Aston Villa,1,Arsenal FC,2,Monday,January,13,2014,20:00,36097,Villa Park (Birmingham / England),https://www.worldfootball.net/venues/villa-park-birmingham/
0,Sunderland AFC,2,Southampton FC,2,Saturday,January,18,2014,12:45,38115,Stadium of Light (Sunderland / England),https://www.worldfootball.net/venues/stadium-of-light-sunderland/
0,Manchester City,4,Cardiff City,2,Saturday,January,18,2014,15:00,47213,Etihad Stadium (Manchester / England),https://www.worldfootball.net/venues/etihad-stadium-manchester/
0,Arsenal FC,2,Fulham FC,0,Saturday,January,18,2014,15:00,60000,Emirates Stadium (London / England),https://www.worldfootball.net/venues/emirates-stadium-london/
0,Norwich City,1,Hull City,0,Saturday,January,18,2014,15:00,26655,Carrow Road (Norwich / England),https://www.worldfootball.net/venues/carrow-road-norwich/
0,West Ham United,1,Newcastle United,3,Saturday,January,18,2014,15:00,33343,Upton Park (London / England),https://www.worldfootball.net/venues/upton-park-london/
0,Crystal Palace,1,Stoke City,0,Saturday,January,18,2014,15:00,24440,Selhurst Park (London / England),https://www.worldfootball.net/venues/selhurst-park-london/
0,Liverpool FC,2,Aston Villa,2,Saturday,January,18,2014,17:30,44737,Anfield (Liverpool / England),https://www.worldfootball.net/venues/anfield-liverpool/
0,Swansea City,1,Tottenham Hotspur,3,Sunday,January,19,2014,13:30,20769,Liberty Stadium (Swansea / Wales),https://www.worldfootball.net/venues/swansea-com-stadium-swansea/
0,Chelsea FC,3,Manchester United,1,Sunday,January,19,2014,16:00,41615,Stamford Bridge (London / England),https://www.worldfootball.net/venues/stamford-bridge-london/
0,West Bromwich Albion,1,Everton FC,1,Monday,January,20,2014,20:00,24184,The Hawthorns (West Bromwich / England),https://www.worldfootball.net/venues/the-hawthorns-west-bromwich/
0,Manchester United,2,Cardiff City,0,Tuesday,January,28,2014,19:45,75301,Old Trafford (Manchester / England),https://www.worldfootball.net/venues/old-trafford-manchester/
0,Norwich City,0,Newcastle United,0,Tuesday,January,28,2014,19:45,26762,Carrow Road (Norwich / England),https://www.worldfootball.net/venues/carrow-road-norwich/
0,Southampton FC,2,Arsenal FC,2,Tuesday,January,28,2014,19:45,31284,Saint Mary's (Southampton / England),https://www.worldfootball.net/venues/saint-marys-southampton/
0,Swansea City,2,Fulham FC,0,Tuesday,January,28,2014,19:45,20004,Liberty Stadium (Swansea / Wales),https://www.worldfootball.net/venues/swansea-com-stadium-swansea/
0,Crystal Palace,1,Hull City,0,Tuesday,January,28,2014,20:00,22519,Selhurst Park (London / England),https://www.worldfootball.net/venues/selhurst-park-london/
0,Liverpool FC,4,Everton FC,0,Tuesday,January,28,2014,20:00,44450,Anfield (Liverpool / England),https://www.worldfootball.net/venues/anfield-liverpool/
0,Aston Villa,4,West Bromwich Albion,3,Wednesday,January,29,2014,19:45,36083,Villa Park (Birmingham / England),https://www.worldfootball.net/venues/villa-park-birmingham/
0,Sunderland AFC,1,Stoke City,0,Wednesday,January,29,2014,19:45,34745,Stadium of Light (Sunderland / England),https://www.worldfootball.net/venues/stadium-of-light-sunderland/
0,Chelsea FC,0,West Ham United,0,Wednesday,January,29,2014,19:45,41376,Stamford Bridge (London / England),https://www.worldfootball.net/venues/stamford-bridge-london/
0,Tottenham Hotspur,1,Manchester City,5,Wednesday,January,29,2014,19:45,36071,White Hart Lane (London / England),https://www.worldfootball.net/venues/white-hart-lane-london/
0,Newcastle United,0,Sunderland AFC,3,Saturday,February,1,2014,12:45,52280,St James' Park (Newcastle / England),https://www.worldfootball.net/venues/st-james-park-newcastle/
0,West Ham United,2,Swansea City,0,Saturday,February,1,2014,12:45,31848,Upton Park (London / England),https://www.worldfootball.net/venues/upton-park-london/
